,claim_id,time_to_close,claim_amount,amount_paid,location,individuals_on_claim,linked_cases,cause,count_claim_id,group
362,363,180,18607.22,12832.26,NATAL,4,False,unknown,1,175 - 200
363,364,178,27856.76,19150.6,RECIFE,8,False,meat,1,175 - 200
364,365,168,9884.04,7765.92,RECIFE,5,True,vegetable,1,150 - 175
365,366,181,34052.3,26851.91,RECIFE,11,True,meat,1,175 - 200
366,367,173,6807.83,5036.27,SAO LUIS,2,False,meat,1,150 - 175
367,368,190,34272.39,24384.89,FORTALEZA,10,False,meat,1,175 - 200
368,369,171,28099.14,19309.8,SAO LUIS,6,False,unknown,1,150 - 175
369,370,176,33240.57,27344.13,SAO LUIS,8,True,unknown,1,175 - 200
370,371,194,20679.88,19693.34,RECIFE,6,False,unknown,1,175 - 200
371,372,190,31776.64,30708.88,RECIFE,12,False,meat,1,175 - 200
372,373,167,9896.81,7191.76,SAO LUIS,5,True,vegetable,1,150 - 175
373,374,257,45345.97,32506.28,NATAL,13,False,meat,1,250 - 275
374,375,113,5851.05,5615.08,SAO LUIS,4,False,vegetable,1,100 - 125
375,376,179,20564.56,17231.05,RECIFE,7,False,meat,1,175 - 200
376,377,173,21156.17,17726.8,SAO LUIS,12,True,vegetable,1,150 - 175
377,378,499,75253.0,51526.0,SAO LUIS,15,False,unknown,1,475 - 500
378,379,274,32754.02,21944.53,FORTALEZA,15,False,vegetable,1,250 - 275
379,380,216,45023.77,38228.64,FORTALEZA,11,False,unknown,1,200 - 225
380,381,270,64445.58,43647.04,RECIFE,12,False,unknown,1,250 - 275
381,382,152,31257.99,24645.66,FORTALEZA,10,False,meat,1,150 - 175
382,383,186,14955.8,12612.95,NATAL,5,False,meat,1,175 - 200
383,384,129,6421.39,5036.68,RECIFE,3,False,vegetable,1,125 - 150
384,385,173,9668.46,7156.3,RECIFE,5,True,vegetable,1,150 - 175
385,386,275,37683.29,27406.16,NATAL,8,False,unknown,1,275 - 300
386,387,205,38243.85,30983.61,RECIFE,9,False,unknown,1,200 - 225
387,388,173,24110.69,17282.56,SAO LUIS,5,True,unknown,1,150 - 175
388,389,102,3276.98,2666.33,SAO LUIS,1,False,meat,1,100 - 125
389,390,221,36773.55,35530.02,SAO LUIS,14,False,meat,1,200 - 225
390,391,299,38793.45,26416.82,RECIFE,11,False,meat,1,275 - 300
391,392,203,50283.88,36923.76,RECIFE,11,False,unknown,1,200 - 225
392,393,210,17785.99,17313.55,RECIFE,7,False,meat,1,200 - 225
393,394,260,63143.59,43576.21,NATAL,12,False,unknown,1,250 - 275
394,395,272,74749.42,50859.31,FORTALEZA,15,False,unknown,1,250 - 275
395,396,179,20726.19,20141.71,NATAL,8,False,meat,1,175 - 200
396,397,208,21197.97,21036.31,SAO LUIS,8,False,meat,1,200 - 225
397,398,152,9687.78,7304.77,RECIFE,3,False,meat,1,150 - 175
398,399,175,11114.61,8318.11,NATAL,6,True,vegetable,1,175 - 200
399,400,151,31557.52,27494.55,SAO LUIS,8,False,unknown,1,150 - 175
400,401,98,4925.53,4902.09,NATAL,1,False,unknown,1,
401,402,168,6244.4,5400.85,SAO LUIS,2,True,unknown,1,150 - 175
402,403,167,10329.85,7474.34,RECIFE,5,True,vegetable,1,150 - 175
403,404,290,67538.8,51946.88,RECIFE,15,False,unknown,1,275 - 300
404,405,233,53837.94,36775.59,RECIFE,15,False,meat,1,225 - 250
405,406,178,39719.53,35550.95,NATAL,14,False,meat,1,175 - 200
406,407,326,70608.35,51624.27,SAO LUIS,15,False,unknown,1,325 - 350
407,408,367,63568.56,42818.45,RECIFE,12,False,unknown,1,350 - 375
408,409,155,34400.42,32194.74,RECIFE,9,False,unknown,1,150 - 175
409,410,131,20747.1,18077.67,RECIFE,7,False,meat,1,125 - 150
410,411,131,5628.07,5288.41,SAO LUIS,2,False,meat,1,125 - 150
411,412,172,8858.51,7916.53,RECIFE,5,True,vegetable,1,150 - 175
412,413,169,18736.91,12681.93,NATAL,5,False,meat,1,150 - 175
413,414,352,59729.93,47148.43,NATAL,13,False,unknown,1,350 - 375
414,415,193,39395.44,28809.6,FORTALEZA,12,False,meat,1,175 - 200
415,416,139,12503.68,11980.99,RECIFE,3,False,unknown,1,125 - 150
416,417,294,54330.28,42510.94,SAO LUIS,12,False,unknown,1,275 - 300
417,418,181,34900.96,34230.77,RECIFE,10,True,unknown,1,175 - 200
418,419,223,26558.41,19224.92,SAO LUIS,8,False,meat,1,200 - 225
419,420,177,12163.57,11285.99,FORTALEZA,8,False,vegetable,1,175 - 200
420,421,158,16074.39,14387.4,RECIFE,6,False,meat,1,150 - 175
421,422,133,15868.24,11283.76,FORTALEZA,5,False,meat,1,125 - 150
422,423,95,3758.79,2958.82,FORTALEZA,1,False,meat,1,
423,424,158,7062.51,6185.74,RECIFE,2,False,unknown,1,150 - 175
424,425,176,41333.73,30631.68,RECIFE,9,False,unknown,1,175 - 200
425,426,196,19417.16,15047.28,NATAL,6,False,meat,1,175 - 200
426,427,176,26163.44,17873.33,RECIFE,7,True,meat,1,175 - 200
427,428,144,31612.03,28607.2,SAO LUIS,11,False,meat,1,125 - 150
428,429,169,16288.43,11438.73,FORTALEZA,5,False,meat,1,150 - 175
429,430,170,10860.61,10269.15,RECIFE,7,True,vegetable,1,150 - 175
430,431,176,18391.18,15393.47,RECIFE,6,False,meat,1,175 - 200
431,432,182,28144.92,21144.83,NATAL,8,False,meat,1,175 - 200
432,433,212,25813.2,19628.13,SAO LUIS,8,False,meat,1,200 - 225
433,434,199,26388.06,20386.5,RECIFE,14,False,vegetable,1,175 - 200
434,435,149,13302.63,9073.86,SAO LUIS,4,False,meat,1,125 - 150
435,436,160,10400.83,7277.24,RECIFE,2,False,unknown,1,150 - 175
436,437,153,41066.59,29023.98,RECIFE,12,False,meat,1,150 - 175
437,438,173,12360.71,8659.13,RECIFE,6,True,vegetable,1,150 - 175
438,439,182,22416.25,19358.73,FORTALEZA,13,True,vegetable,1,175 - 200
439,440,229,29906.89,20779.3,SAO LUIS,14,False,vegetable,1,225 - 250
440,441,141,3360.13,2464.32,RECIFE,2,False,vegetable,1,125 - 150
441,442,360,72110.47,48686.66,RECIFE,14,False,unknown,1,350 - 375
442,443,118,8547.94,7717.52,RECIFE,3,False,meat,1,100 - 125
443,444,191,27070.33,21222.04,RECIFE,6,False,unknown,1,175 - 200
444,445,182,31966.97,25713.62,RECIFE,7,True,unknown,1,175 - 200
445,446,176,28263.95,19478.01,FORTALEZA,8,False,meat,1,175 - 200
446,447,134,7876.57,6988.17,RECIFE,3,False,meat,1,125 - 150
447,448,186,34305.41,25837.29,SAO LUIS,10,False,meat,1,175 - 200
448,449,174,19523.85,17607.96,FORTALEZA,7,False,meat,1,150 - 175
449,450,155,30774.37,30145.74,FORTALEZA,12,False,meat,1,150 - 175
450,451,220,45307.39,37379.02,RECIFE,15,False,meat,1,200 - 225
451,452,145,13832.42,10414.35,RECIFE,4,False,meat,1,125 - 150
452,453,225,28613.26,24002.84,NATAL,10,False,meat,1,225 - 250
453,454,370,67547.9,52458.91,RECIFE,15,False,unknown,1,350 - 375
454,455,233,52855.05,36788.88,NATAL,15,False,meat,1,225 - 250
455,456,153,24206.32,20929.51,FORTALEZA,8,False,meat,1,150 - 175
456,457,172,7242.79,5995.63,RECIFE,2,False,meat,1,150 - 175
457,458,158,27383.34,21850.99,FORTALEZA,15,False,vegetable,1,150 - 175
458,459,202,19093.13,17624.46,FORTALEZA,7,False,meat,1,200 - 225
459,460,205,17510.99,13029.72,RECIFE,5,False,meat,1,200 - 225
460,461,185,49572.91,48419.74,SAO LUIS,14,False,unknown,1,175 - 200
461,462,180,20513.7,17379.23,NATAL,5,False,unknown,1,175 - 200
462,463,174,14193.83,10893.94,RECIFE,7,True,vegetable,1,150 - 175
463,464,160,25373.42,16957.71,FORTALEZA,5,False,unknown,1,150 - 175
464,465,142,26746.52,21997.78,RECIFE,15,False,vegetable,1,125 - 150
465,466,169,4280.16,3739.86,RECIFE,2,True,vegetable,1,150 - 175
466,467,121,10348.66,7630.57,RECIFE,3,False,meat,1,100 - 125
467,468,166,10242.84,9787.76,SAO LUIS,3,True,unknown,1,150 - 175
468,469,123,8026.43,5469.15,NATAL,2,False,meat,1,100 - 125
469,470,453,68555.4,52255.96,FORTALEZA,15,False,unknown,1,450 - 475
470,471,190,39160.48,26458.78,RECIFE,11,False,meat,1,175 - 200
471,472,193,33114.01,23090.32,SAO LUIS,9,False,meat,1,175 - 200
472,473,327,53783.47,20105.699999999997,RECIFE,14,False,unknown,1,325 - 350
473,474,133,3363.93,3272.43,RECIFE,2,False,vegetable,1,125 - 150
474,475,185,40145.84,34387.95,RECIFE,10,True,unknown,1,175 - 200
475,476,180,51628.64,49413.8,NATAL,14,True,unknown,1,175 - 200
476,477,146,22835.48,20292.25,SAO LUIS,6,False,unknown,1,125 - 150
477,478,174,45076.15,30109.93,RECIFE,12,False,meat,1,150 - 175
478,479,190,17376.3,16451.85,RECIFE,7,False,meat,1,175 - 200
479,480,165,4717.31,3551.4,SAO LUIS,2,True,vegetable,1,150 - 175
480,481,185,31985.78,22687.01,FORTALEZA,9,True,meat,1,175 - 200
481,482,156,21657.28,16629.2,SAO LUIS,7,False,meat,1,150 - 175
482,483,168,9899.14,6834.03,FORTALEZA,2,False,unknown,1,150 - 175
483,484,232,36770.79,32252.65,RECIFE,13,False,meat,1,225 - 250
484,485,174,31448.34,30866.93,NATAL,12,True,meat,1,150 - 175
485,486,164,35401.95,28512.69,SAO LUIS,11,False,meat,1,150 - 175
486,487,224,43566.39,34889.94,SAO LUIS,14,False,meat,1,200 - 225
487,488,279,24620.8,17826.51,FORTALEZA,7,False,meat,1,275 - 300
488,489,275,49260.11,35344.88,RECIFE,10,False,unknown,1,275 - 300
489,490,214,16856.56,13439.5,RECIFE,9,False,vegetable,1,200 - 225
490,491,192,26752.8,24118.7,NATAL,7,False,unknown,1,175 - 200
491,492,249,42819.57,32690.87,SAO LUIS,9,False,unknown,1,225 - 250
492,493,169,15788.07,12125.47,RECIFE,5,True,meat,1,150 - 175
493,494,183,31660.0,27179.63,SAO LUIS,8,False,unknown,1,175 - 200
494,495,117,8097.82,6271.51,SAO LUIS,3,False,meat,1,100 - 125
495,496,183,29691.61,20105.699999999997,FORTALEZA,8,False,meat,1,175 - 200
496,497,141,10823.67,8404.4,RECIFE,3,False,meat,1,125 - 150
497,498,176,11882.42,11200.09,RECIFE,3,False,unknown,1,175 - 200
498,499,187,55333.01,46075.53,NATAL,13,True,unknown,1,175 - 200
499,500,241,41729.68,28624.83,RECIFE,11,False,meat,1,225 - 250
500,501,141,6349.44,5392.43,SAO LUIS,2,False,unknown,1,125 - 150
501,502,155,16261.94,14515.71,RECIFE,10,False,vegetable,1,150 - 175
502,503,145,13935.73,10999.3,SAO LUIS,3,False,unknown,1,125 - 150
503,504,159,14644.86,14327.14,RECIFE,6,False,meat,1,150 - 175
504,505,215,22601.46,22207.2,NATAL,9,False,meat,1,200 - 225
505,506,140,19988.29,18844.81,NATAL,8,False,meat,1,125 - 150
506,507,158,10560.29,8346.99,SAO LUIS,3,False,meat,1,150 - 175
507,508,156,5955.95,4421.0,RECIFE,1,False,unknown,1,150 - 175
508,509,261,46731.23,34217.35,RECIFE,14,False,meat,1,250 - 275
509,510,172,11442.1,10999.33,SAO LUIS,7,True,vegetable,1,150 - 175
510,511,183,25266.2,21309.77,SAO LUIS,6,False,unknown,1,175 - 200
511,512,121,6325.48,6228.26,FORTALEZA,2,False,meat,1,100 - 125
512,513,135,24490.52,20703.06,NATAL,6,False,unknown,1,125 - 150
513,514,307,33311.48,20105.699999999997,SAO LUIS,8,False,unknown,1,300 - 325
514,515,155,37942.79,33839.36,NATAL,10,False,unknown,1,150 - 175
515,516,180,20956.28,15878.68,RECIFE,5,True,unknown,1,175 - 200
516,517,160,13105.24,12810.36,SAO LUIS,5,False,meat,1,150 - 175
517,518,179,9529.28,9247.63,NATAL,4,False,meat,1,175 - 200
518,519,113,5137.86,5075.07,NATAL,1,False,unknown,1,100 - 125
519,520,126,14586.52,13929.33,SAO LUIS,6,False,meat,1,125 - 150
520,521,327,60129.87,43607.81,SAO LUIS,12,False,unknown,1,325 - 350
521,522,167,5344.71,4082.18,RECIFE,3,True,vegetable,1,150 - 175
522,523,171,16038.61,14931.29,FORTALEZA,10,True,vegetable,1,150 - 175
523,524,138,11290.34,9227.14,RECIFE,4,False,meat,1,125 - 150
524,525,220,24061.25,21824.21,FORTALEZA,15,False,vegetable,1,200 - 225
525,526,153,11914.82,11742.32,NATAL,5,False,meat,1,150 - 175
526,527,277,31745.02,21178.59,NATAL,8,False,meat,1,275 - 300
527,528,229,25236.82,24919.56,RECIFE,10,False,meat,1,225 - 250
528,529,231,41574.58,35254.34,RECIFE,10,False,unknown,1,225 - 250
529,530,170,9291.74,6482.68,SAO LUIS,4,True,vegetable,1,150 - 175
530,531,170,41621.03,34449.68,NATAL,14,False,meat,1,150 - 175
531,532,146,8429.38,8317.46,RECIFE,2,False,unknown,1,125 - 150
532,533,164,29327.47,21114.21,FORTALEZA,14,False,vegetable,1,150 - 175
533,534,187,38182.27,32117.16,RECIFE,13,True,meat,1,175 - 200
534,535,218,54909.77,44522.79,RECIFE,13,False,unknown,1,200 - 225
535,536,199,41382.92,30926.4,RECIFE,12,False,meat,1,175 - 200
536,537,384,56057.2,50988.68,RECIFE,15,False,unknown,1,375 - 400
537,538,178,9885.13,7649.45,FORTALEZA,5,True,vegetable,1,175 - 200
538,539,174,21398.3,14314.94,NATAL,10,True,vegetable,1,150 - 175
539,540,118,6199.94,5982.63,RECIFE,4,False,vegetable,1,100 - 125
540,541,166,12444.52,9058.15,RECIFE,6,False,vegetable,1,150 - 175
541,542,136,17882.3,12055.13,SAO LUIS,5,False,meat,1,125 - 150
542,543,188,29983.67,21415.17,RECIFE,6,False,unknown,1,175 - 200
543,544,147,30404.25,29055.07,SAO LUIS,8,False,unknown,1,125 - 150
544,545,136,9358.22,8245.08,FORTALEZA,3,False,meat,1,125 - 150
545,546,163,15667.82,14397.74,SAO LUIS,10,False,vegetable,1,150 - 175
546,547,419,74840.25,52478.3,SAO LUIS,15,False,unknown,1,400 - 425
547,548,174,26899.85,19974.6,RECIFE,13,True,vegetable,1,150 - 175
548,549,160,13202.56,13035.7,SAO LUIS,9,False,vegetable,1,150 - 175
549,550,162,17806.98,12767.98,RECIFE,5,False,meat,1,150 - 175
550,551,166,29564.25,20023.62,RECIFE,8,False,meat,1,150 - 175
551,552,182,28701.45,20789.26,NATAL,14,True,vegetable,1,175 - 200
552,553,221,37670.4,27565.51,SAO LUIS,8,False,unknown,1,200 - 225
553,554,167,35299.91,29593.14,RECIFE,12,False,meat,1,150 - 175
554,555,196,28847.79,22985.25,SAO LUIS,9,False,meat,1,175 - 200
555,556,189,48100.37,44955.28,SAO LUIS,13,False,unknown,1,175 - 200
556,557,276,46972.61,34845.49,RECIFE,10,False,unknown,1,275 - 300
557,558,174,15056.45,12135.47,RECIFE,8,True,vegetable,1,150 - 175
558,559,149,7232.92,6256.97,RECIFE,3,False,meat,1,125 - 150
559,560,257,21295.07,18680.53,RECIFE,7,False,meat,1,250 - 275
560,561,232,68964.3,52417.18,RECIFE,15,False,unknown,1,225 - 250
561,562,111,14469.12,11062.5,RECIFE,7,False,vegetable,1,100 - 125
562,563,260,51003.75,42086.49,NATAL,12,False,unknown,1,250 - 275
563,564,142,9198.79,7873.89,NATAL,3,False,meat,1,125 - 150
564,565,153,20974.75,17630.25,SAO LUIS,12,False,vegetable,1,150 - 175
565,566,189,32161.44,28807.81,RECIFE,12,False,meat,1,175 - 200
566,567,127,4279.13,4095.19,RECIFE,1,False,unknown,1,125 - 150
567,568,184,47738.03,42988.21,RECIFE,12,False,unknown,1,175 - 200
568,569,180,24608.79,20747.38,SAO LUIS,8,True,meat,1,175 - 200
569,570,187,43201.18,34103.62,SAO LUIS,10,True,unknown,1,175 - 200
570,571,310,59439.87,42127.48,SAO LUIS,12,False,unknown,1,300 - 325
571,572,209,44629.97,29853.67,FORTALEZA,12,False,meat,1,200 - 225
572,573,285,40054.99,33158.8,NATAL,13,False,meat,1,275 - 300
573,574,179,20893.96,15732.51,RECIFE,4,False,unknown,1,175 - 200
574,575,175,16898.71,11397.21,RECIFE,8,True,vegetable,1,175 - 200
575,576,169,12871.81,20105.699999999997,RECIFE,4,False,meat,1,150 - 175
576,577,138,16202.02,10854.27,RECIFE,4,False,meat,1,125 - 150
577,578,155,36272.46,29771.67,RECIFE,12,False,meat,1,150 - 175
578,579,186,18867.66,17305.37,NATAL,12,True,vegetable,1,175 - 200
579,580,184,21257.88,17305.42,SAO LUIS,7,False,meat,1,175 - 200
580,581,316,27553.18,22055.82,SAO LUIS,15,False,vegetable,1,300 - 325
581,582,198,43605.04,29757.43,RECIFE,12,False,meat,1,175 - 200
582,583,178,36195.47,31400.06,RECIFE,9,True,unknown,1,175 - 200
583,584,237,64823.83,20105.699999999997,SAO LUIS,14,False,unknown,1,225 - 250
584,585,106,13636.26,13084.22,RECIFE,5,False,meat,1,100 - 125
585,586,286,53820.75,36502.24,SAO LUIS,10,False,unknown,1,275 - 300
586,587,178,14636.92,10894.72,RECIFE,7,False,vegetable,1,175 - 200
587,588,241,43240.32,29950.3,SAO LUIS,12,False,meat,1,225 - 250
588,589,109,8748.34,6815.83,NATAL,3,False,meat,1,100 - 125
589,590,98,3472.13,2773.8,SAO LUIS,2,False,vegetable,1,
590,591,179,15809.25,11346.88,RECIFE,3,True,unknown,1,175 - 200
591,592,235,25488.57,17782.89,NATAL,7,False,meat,1,225 - 250
592,593,212,51780.19,46122.65,RECIFE,13,False,unknown,1,200 - 225
593,594,177,23503.36,20634.86,FORTALEZA,6,False,unknown,1,175 - 200
594,595,122,5612.65,5326.06,FORTALEZA,2,False,meat,1,100 - 125
595,596,234,33155.63,29696.61,RECIFE,8,False,unknown,1,225 - 250
596,597,181,34438.63,24396.03,NATAL,7,False,unknown,1,175 - 200
597,598,218,37175.27,33083.7,SAO LUIS,13,False,meat,1,200 - 225
598,599,132,5366.81,4589.93,RECIFE,1,False,unknown,1,125 - 150
599,600,253,70342.77,47860.47,RECIFE,14,False,unknown,1,250 - 275
600,601,127,8586.7,7239.92,RECIFE,2,False,unknown,1,125 - 150
601,602,125,20254.81,17994.71,RECIFE,7,False,meat,1,125 - 150
602,603,140,15160.45,10757.38,NATAL,4,False,meat,1,125 - 150
603,604,122,11087.7,20105.699999999997,RECIFE,2,False,unknown,1,100 - 125
604,605,149,22185.4,15654.89,RECIFE,4,False,unknown,1,125 - 150
605,606,184,45049.26,33923.92,FORTALEZA,14,False,meat,1,175 - 200
606,607,184,21172.11,15554.76,RECIFE,6,False,meat,1,175 - 200
607,608,176,34262.79,31382.97,RECIFE,13,False,meat,1,175 - 200
608,609,166,9884.24,7167.24,SAO LUIS,2,False,unknown,1,150 - 175
609,610,125,5243.49,4363.89,RECIFE,1,False,unknown,1,125 - 150
610,611,212,39024.93,27002.45,FORTALEZA,8,False,unknown,1,200 - 225
611,612,169,14708.88,12092.33,RECIFE,8,True,vegetable,1,150 - 175
612,613,197,43717.03,36339.31,SAO LUIS,15,False,meat,1,175 - 200
613,614,116,15320.42,10609.04,FORTALEZA,3,False,unknown,1,100 - 125
614,615,235,54988.67,44811.65,FORTALEZA,13,False,unknown,1,225 - 250
615,616,136,16454.45,14205.22,RECIFE,6,False,meat,1,125 - 150
616,617,268,56671.38,39799.22,RECIFE,11,False,unknown,1,250 - 275
617,618,238,56755.71,51800.5,RECIFE,15,False,unknown,1,225 - 250
618,619,190,51785.68,36809.97,RECIFE,15,True,meat,1,175 - 200
619,620,248,31592.55,26179.31,FORTALEZA,10,False,meat,1,225 - 250
620,621,119,9519.43,6594.26,RECIFE,3,False,meat,1,100 - 125
621,622,142,8849.37,6450.64,RECIFE,2,False,unknown,1,125 - 150
622,623,192,54767.36,43472.35,RECIFE,12,True,unknown,1,175 - 200
623,624,144,9011.37,7392.22,FORTALEZA,3,False,meat,1,125 - 150
624,625,213,30968.59,24837.08,SAO LUIS,10,False,meat,1,200 - 225
625,626,320,73296.53,49808.09,RECIFE,14,False,unknown,1,300 - 325
626,627,175,42483.77,36657.99,RECIFE,15,True,meat,1,175 - 200
627,628,161,20403.35,19707.43,SAO LUIS,13,False,vegetable,1,150 - 175
628,629,107,18838.95,15902.22,SAO LUIS,6,False,meat,1,100 - 125
629,630,139,9424.21,8034.75,NATAL,2,False,unknown,1,125 - 150
630,631,168,8215.79,7973.04,NATAL,5,False,vegetable,1,150 - 175
631,632,123,2941.41,2605.19,SAO LUIS,2,False,vegetable,1,100 - 125
632,633,203,24275.11,18837.54,RECIFE,5,False,unknown,1,200 - 225
633,634,101,7295.04,6873.99,FORTALEZA,3,False,meat,1,100 - 125
634,635,318,51407.2,37354.05,RECIFE,11,False,unknown,1,300 - 325
635,636,213,38140.19,26465.83,FORTALEZA,11,False,meat,1,200 - 225
636,637,201,48367.77,32887.4,RECIFE,13,False,meat,1,200 - 225
637,638,190,28898.85,25215.89,RECIFE,7,False,unknown,1,175 - 200
638,639,176,21576.47,19950.88,RECIFE,6,True,unknown,1,175 - 200
639,640,101,4021.16,3963.93,SAO LUIS,1,False,unknown,1,100 - 125
640,641,204,40110.19,30895.0,SAO LUIS,12,False,meat,1,200 - 225
641,642,223,28089.83,19588.22,RECIFE,8,False,meat,1,200 - 225
642,643,178,23543.55,18979.33,RECIFE,13,True,vegetable,1,175 - 200
643,644,268,36686.25,35410.37,SAO LUIS,14,False,meat,1,250 - 275
644,645,281,45970.24,20105.699999999997,RECIFE,14,False,meat,1,275 - 300
645,646,205,39448.11,35510.5,SAO LUIS,14,False,meat,1,200 - 225
646,647,181,18420.18,15832.04,SAO LUIS,11,True,vegetable,1,175 - 200
647,648,139,13042.37,9818.95,NATAL,4,False,meat,1,125 - 150
648,649,244,47635.74,32097.4,RECIFE,9,False,unknown,1,225 - 250
649,650,144,11781.16,10985.9,RECIFE,7,False,vegetable,1,125 - 150
650,651,184,18992.67,13024.35,FORTALEZA,9,True,vegetable,1,175 - 200
651,652,209,44456.83,32994.69,RECIFE,9,False,unknown,1,200 - 225
652,653,127,20814.2,16845.69,SAO LUIS,7,False,meat,1,125 - 150
653,654,313,35056.46,32168.2,RECIFE,13,False,meat,1,300 - 325
654,655,182,27942.22,20307.37,NATAL,8,True,meat,1,175 - 200
655,656,174,24263.57,21778.99,FORTALEZA,15,True,vegetable,1,150 - 175
656,657,151,27309.17,18918.09,RECIFE,13,False,vegetable,1,150 - 175
657,658,215,37882.55,30190.82,SAO LUIS,12,False,meat,1,200 - 225
658,659,150,5543.02,3793.89,RECIFE,2,False,meat,1,150 - 175
659,660,228,40607.02,28440.44,NATAL,8,False,unknown,1,225 - 250
660,661,271,49627.81,42277.28,NATAL,12,False,unknown,1,250 - 275
661,662,131,16987.37,16935.72,RECIFE,7,False,meat,1,125 - 150
662,663,240,42337.02,35872.42,SAO LUIS,10,False,unknown,1,225 - 250
663,664,197,55937.16,40760.97,SAO LUIS,12,True,unknown,1,175 - 200
664,665,170,6126.19,5886.49,RECIFE,4,True,vegetable,1,150 - 175
665,666,159,2179.59,1557.08,NATAL,1,True,vegetable,1,150 - 175
666,667,175,18457.65,15572.1,RECIFE,4,True,unknown,1,175 - 200
667,668,284,48579.46,47993.51,FORTALEZA,14,False,unknown,1,275 - 300
668,669,159,9390.43,8650.31,RECIFE,3,False,meat,1,150 - 175
669,670,251,50813.36,39562.5,NATAL,11,False,unknown,1,250 - 275
670,671,186,54657.32,20105.699999999997,RECIFE,13,False,unknown,1,175 - 200
671,672,106,4691.95,3534.8,NATAL,2,False,vegetable,1,100 - 125
672,673,182,13975.29,11363.33,RECIFE,5,False,meat,1,175 - 200
673,674,221,42357.08,36765.29,RECIFE,15,False,meat,1,200 - 225
674,675,162,21200.69,19195.59,RECIFE,13,False,vegetable,1,150 - 175
675,676,190,45885.48,37171.75,NATAL,15,False,meat,1,175 - 200
676,677,183,19989.24,14705.41,NATAL,10,True,vegetable,1,175 - 200
677,678,174,53284.79,46000.51,RECIFE,13,False,unknown,1,150 - 175
678,679,243,54920.14,45491.28,RECIFE,13,False,unknown,1,225 - 250
679,680,182,25913.92,20158.94,NATAL,13,True,vegetable,1,175 - 200
680,681,191,36000.71,28886.32,RECIFE,8,False,unknown,1,175 - 200
681,682,145,9119.78,6617.49,RECIFE,3,False,meat,1,125 - 150
682,683,149,17354.63,14503.82,NATAL,4,False,unknown,1,125 - 150
683,684,161,36508.62,25776.28,RECIFE,10,False,meat,1,150 - 175
684,685,158,17862.2,17583.14,RECIFE,12,False,vegetable,1,150 - 175
685,686,169,33691.35,23098.86,RECIFE,9,False,meat,1,150 - 175
686,687,132,11573.05,10961.37,FORTALEZA,3,False,unknown,1,125 - 150
687,688,295,58308.28,40455.56,RECIFE,12,False,unknown,1,275 - 300
688,689,227,30299.82,21037.69,SAO LUIS,14,False,vegetable,1,225 - 250
689,690,177,51352.17,46875.1,RECIFE,13,True,unknown,1,175 - 200
690,691,256,37711.25,37114.38,RECIFE,11,False,unknown,1,250 - 275
691,692,159,28366.88,20678.45,NATAL,14,False,vegetable,1,150 - 175
692,693,180,33437.55,31897.69,SAO LUIS,9,True,unknown,1,175 - 200
693,694,95,1764.2,1705.39,NATAL,1,False,vegetable,1,
694,695,154,12194.23,10306.67,NATAL,7,False,vegetable,1,150 - 175
695,696,182,30495.03,30491.96,SAO LUIS,12,False,meat,1,175 - 200
696,697,160,26847.46,18789.09,SAO LUIS,13,False,vegetable,1,150 - 175
697,698,166,13809.4,13192.79,RECIFE,9,False,vegetable,1,150 - 175
698,699,180,18803.13,18088.45,RECIFE,5,False,unknown,1,175 - 200
699,700,165,34029.01,23568.1,RECIFE,7,False,unknown,1,150 - 175
700,701,158,20688.62,16746.6,RECIFE,7,False,meat,1,150 - 175
701,702,181,31933.7,29431.84,SAO LUIS,8,False,unknown,1,175 - 200
702,703,93,4393.27,4015.52,NATAL,2,False,meat,1,
703,704,175,19524.51,17030.31,RECIFE,11,False,vegetable,1,175 - 200
704,705,108,9580.55,6793.78,SAO LUIS,3,False,meat,1,100 - 125
705,706,179,17063.14,15403.23,RECIFE,10,False,vegetable,1,175 - 200
706,707,329,59830.25,52016.39,SAO LUIS,15,False,unknown,1,325 - 350
707,708,148,21979.0,20105.699999999997,RECIFE,8,False,meat,1,125 - 150
708,709,181,14517.14,12241.78,NATAL,5,True,meat,1,175 - 200
709,710,222,46427.34,33180.94,RECIFE,13,False,meat,1,200 - 225
710,711,291,39249.72,34050.09,RECIFE,14,False,meat,1,275 - 300
711,712,274,65532.44,44185.65,SAO LUIS,13,False,unknown,1,250 - 275
712,713,185,42615.82,28748.19,SAO LUIS,11,False,meat,1,175 - 200
713,714,177,22167.62,20747.89,RECIFE,14,True,vegetable,1,175 - 200
714,715,151,15850.39,14391.36,RECIFE,6,False,meat,1,150 - 175
715,716,182,12093.72,10363.66,SAO LUIS,7,False,vegetable,1,175 - 200
716,717,138,15019.97,12151.03,SAO LUIS,5,False,meat,1,125 - 150
717,718,178,18714.71,15984.54,FORTALEZA,11,True,vegetable,1,175 - 200
718,719,161,15812.9,14680.13,SAO LUIS,6,False,meat,1,150 - 175
719,720,172,7199.16,5224.39,FORTALEZA,3,True,vegetable,1,150 - 175
720,721,287,62146.4,44515.82,NATAL,13,False,unknown,1,275 - 300
721,722,177,25634.94,19494.38,SAO LUIS,13,True,vegetable,1,175 - 200
722,723,152,11993.43,10149.59,FORTALEZA,4,False,meat,1,150 - 175
723,724,184,23755.27,21267.66,RECIFE,9,False,meat,1,175 - 200
724,725,182,5499.9,4295.13,RECIFE,2,True,meat,1,175 - 200
